Accessory,Background,Clothes,Eyes,Fur,Headwear,Mouth,_id,description,edition,image,name
None,Orange Fade,Clown,Monocle,Orange,Blue Hair,Pizza,61aa7e195f3a3742af4c6c5e,SHIBOSHIS - Official Collection,9100,https://shiboshis.mypinata.cloud/ipfs/QmUJq6DQKEkgF2d7tc9UkczeMwJdN3AkrTm1XuCQAuAuvh,#9099
None,Green,Ryoshi,Spirals,Orange,Ryoshi,Smirk,61aa7e195f3a3742af4c6c5f,SHIBOSHIS - Official Collection,9101,https://shiboshis.mypinata.cloud/ipfs/QmU8WPD6qoNgEmJTGHcA6WqZ3QD3rKKt3xifCtYY1Ab37U,#9100
None,Yellow,Scarf,Crosseyed,Black,Cowboy Hat,Herb,61aa7e195f3a3742af4c6c60,SHIBOSHIS - Official Collection,9102,https://shiboshis.mypinata.cloud/ipfs/QmRdy6C8TfSyMpstHCimWzmq9dPn9UzF6pTHQ2vLKnEjas,#9101
None,Rainbow,Overalls,Monocle,Brown,Party Hat,Normal,61aa7e195f3a3742af4c6c61,SHIBOSHIS - Official Collection,9103,https://shiboshis.mypinata.cloud/ipfs/QmSLczfb7ePncKJhdTauZSGdPjmQLH95BvUFtdni6eYiDi,#9102
None,Beach,Blue Armor,Red,Brown,"Captain's Hat",Normal,61aa7e195f3a3742af4c6c62,SHIBOSHIS - Official Collection,9104,https://shiboshis.mypinata.cloud/ipfs/Qmcwdr4DauvFjrp5dwKzS3FfyB3AyfuwXwkY3h1mJHFtMH,#9103
None,Snowy Mountains,Peace Tank,Black Mask,Brown,Cowboy Hat,Whistle,61aa7e195f3a3742af4c6c63,SHIBOSHIS - Official Collection,9105,https://shiboshis.mypinata.cloud/ipfs/QmSpi17r1YU1CYawSxBBAzUBsnVUiWJfG8pgEbGpLLtgQy,#9104
None,Space,Scarf,Rocker Makeup,Black,University,Bone,61aa7e195f3a3742af4c6c64,SHIBOSHIS - Official Collection,9106,https://shiboshis.mypinata.cloud/ipfs/QmT2qCy3CEmK56h7DKdGYXjnQsRMAhEb5aq9QwfoCQFaWY,#9105
None,Yellow,Peace Tank,Spirals,Orange,Crown,Whistle,61aa7e195f3a3742af4c6c65,SHIBOSHIS - Official Collection,9107,https://shiboshis.mypinata.cloud/ipfs/QmSutg6RsqCL6GHZaQNFr6D8jewUhnMfM55auP1gKGsAgK,#9106
None,Purple,Blue Armor,Crosseyed,Black,"Captain's Hat",Bone,61aa7e195f3a3742af4c6c66,SHIBOSHIS - Official Collection,9108,https://shiboshis.mypinata.cloud/ipfs/QmdCfLuQTZFiAmoSXKCvXC3sQi7KPTht6DyzBSQMzsTmQC,#9107
None,Lightning,Business Suit,Spirals,Brown,Army,Bone,61aa7e195f3a3742af4c6c67,SHIBOSHIS - Official Collection,9109,https://shiboshis.mypinata.cloud/ipfs/QmTXCcsowHVTMkeirczSdqmKZzrAQaaaszWFnrGk8CgNSj,Shibetoshi Nakamoto
None,Yellow,None,Cyborg,Brown,Devil Horns,Whistle,61aa7e195f3a3742af4c6c68,SHIBOSHIS - Official Collection,9110,https://shiboshis.mypinata.cloud/ipfs/QmTGTjrbtux65k4R7pEFHahvTh1tdy7aVk8Yi4cpgdC1zU,Slumdog Millionaire
None,Red,Rocker Vest,Spirals,Orange,Halo,Smirk,61aa7e195f3a3742af4c6c69,SHIBOSHIS - Official Collection,9111,https://shiboshis.mypinata.cloud/ipfs/QmTxRDfnKJxMr7mxpszmjuxDyYYz84YpZfkR2QhQjcxLt5,#9110
None,Orange Fade,Orange Gi,Spirals,Brown,Sportband,Party Popper,61aa7e195f3a3742af4c6c6a,SHIBOSHIS - Official Collection,9112,https://shiboshis.mypinata.cloud/ipfs/QmQuPQBGH7TPPkFAAPSdykGNDyFFm1ddqwp9g5j3DX8uxb,#9111
None,Yellow,Bat,Black Mask,Black,Crown,Flames,61aa7e195f3a3742af4c6c6b,SHIBOSHIS - Official Collection,9113,https://shiboshis.mypinata.cloud/ipfs/QmesjS1kpYFSyDah2jTWkAcCqKkKSncLZkaRgmULqVEyej,#9112
None,Snowy Mountains,None,Pirate Patch,Orange,None,Mask,61aa7e195f3a3742af4c6c6c,SHIBOSHIS - Official Collection,9114,https://shiboshis.mypinata.cloud/ipfs/QmXSALgi3bYyzWkrpAJp3pCLkxPJaRWJNB5Ti4vGgjQdxU,#9113
None,Red,Overalls,Spirals,Orange,Beanie,Whistle,61aa7e195f3a3742af4c6c6d,SHIBOSHIS - Official Collection,9115,https://shiboshis.mypinata.cloud/ipfs/QmXoS89T7B4ApaodMW7ESVnApXv4HfH7ArcUVC8YYRPNrW,#9114
None,Purple,Jersey,Wink,Brown,Halo,Pipe,61aa7e195f3a3742af4c6c6e,SHIBOSHIS - Official Collection,9116,https://shiboshis.mypinata.cloud/ipfs/QmV9Q4xFW4Hto5xWXXEvnWv83iKJnrkhJoQThEQDYTgr1Q,#9115
None,Yellow,None,3D Glasses,Orange,Blue Hair,Bone,61aa7e195f3a3742af4c6c6f,SHIBOSHIS - Official Collection,9117,https://shiboshis.mypinata.cloud/ipfs/QmPuiAV4i9oMdtn9GLk4Pr5ubgtwwtGW3n16SkGBBgSqdi,#9116
None,Yellow,None,Monocle,Black,"Captain's Hat",Pizza,61aa7e195f3a3742af4c6c70,SHIBOSHIS - Official Collection,9118,https://shiboshis.mypinata.cloud/ipfs/QmSFkGHRiKJXU8h8JgmxtpJwcn2WMmy6DQq8VeEZ9nXnWW,#9117
None,Lightning,Ryoshi,Black Mask,Brown,Rasta,Bone,61aa7e195f3a3742af4c6c71,SHIBOSHIS - Official Collection,9119,https://shiboshis.mypinata.cloud/ipfs/QmUz4Fo5Cj3AJeHk39hqqVSXuRGwoBwu6542aQE3hoerFC,#9118
None,Space,Wizard Robe,Cyborg,Black,Sombrero,Tongue Out,61aa7e195f3a3742af4c6c72,SHIBOSHIS - Official Collection,9120,https://shiboshis.mypinata.cloud/ipfs/QmPGr1dedPkDZ2DF8cEF5wUuM1o55rSkKyjsez4DFbaWMq,#9119
None,Green,Ryoshi,Look Up,Orange,Cowboy Hat,Tongue Out,61aa7e195f3a3742af4c6c73,SHIBOSHIS - Official Collection,9121,https://shiboshis.mypinata.cloud/ipfs/QmezwenpkuH5dxRnV287C1MM6fimzbMR8UJQAKsr1nzNHN,#9120
None,Red,Blue Armor,Wink,Orange,Sombrero,Tongue Out,61aa7e195f3a3742af4c6c74,SHIBOSHIS - Official Collection,9122,https://shiboshis.mypinata.cloud/ipfs/QmXJQRpmap9BBVztMA1ouijg8SBdeS2rgBd6EqQTAAdVpw,#9121
None,Blue,DEV,Pirate Patch,Orange,Devil Horns,Bubblegum,61aa7e195f3a3742af4c6c75,SHIBOSHIS - Official Collection,9123,https://shiboshis.mypinata.cloud/ipfs/QmRULBQh3njsGvXSmRbazsBwX6KADX5ipS5aHyp143gkGv,#9122
None,Yellow,Cowboy,Monocle,Brown,Sombrero,Pizza,61aa7e195f3a3742af4c6c76,SHIBOSHIS - Official Collection,9124,https://shiboshis.mypinata.cloud/ipfs/QmcRUGH7jhiCPGf9DHbzYBFxatwhZ4GVq8WqF44b8jz8eS,#9123
None,Pyramids,Jersey,Crosseyed,Brown,None,Pizza,61aa7e195f3a3742af4c6c77,SHIBOSHIS - Official Collection,9125,https://shiboshis.mypinata.cloud/ipfs/QmUGkacRSHow9wvPLaRr1rGMC81gPNvnqmhw9NCJWDWpjM,#9124
None,Rainbow,Poncho,3D Glasses,Orange,Top Hat,Whistle,61aa7e195f3a3742af4c6c78,SHIBOSHIS - Official Collection,9126,https://shiboshis.mypinata.cloud/ipfs/Qmc9XMrKq2xjVJfyuSyjv9LT7LTH5aRsxJ2mSkzLZLW5MN,#9125
None,Blue,Astro,Look Forward,Orange,Army,Mask,61aa7e195f3a3742af4c6c79,SHIBOSHIS - Official Collection,9127,https://shiboshis.mypinata.cloud/ipfs/QmTP6ojAWaz3RUgSR5LzmqCnThxdy6TyPTgfydtfo9RVPP,SpaceX Musk
None,Snowy Mountains,Overalls,Black Mask,Black,University,Party Popper,61aa7e195f3a3742af4c6c7a,SHIBOSHIS - Official Collection,9128,https://shiboshis.mypinata.cloud/ipfs/QmSMfDwRaRnoSMykC7aLkm3VSYE9RmQPftpXhdKxZxrz5y,Satoshi inu
None,Orange,Cowboy,Pirate Patch,Black,Blonde Hair,Herb,61aa7e195f3a3742af4c6c7b,SHIBOSHIS - Official Collection,9129,https://shiboshis.mypinata.cloud/ipfs/QmSYEeTTh7x5ytL7X1Pvg7hfiUFkLDZXzP1VKBiqfLMs3b,#9128
None,Blue,Jersey,Crosseyed,Orange,University,Growl,61aa7e195f3a3742af4c6c7c,SHIBOSHIS - Official Collection,9130,https://shiboshis.mypinata.cloud/ipfs/QmVdDSCgEjwqF9jMe2pnqFYvaQdhYbVyDZYx2mXnD2wVhq,SHIBAGRADUATE
None,Yellow,None,Black Mask,Orange,Devil Horns,Smirk,61aa7e195f3a3742af4c6c7d,SHIBOSHIS - Official Collection,9131,https://shiboshis.mypinata.cloud/ipfs/QmUu8pKrtY8HD5dMG1UpryVr6oar1prkELW5A9LW3RYHtC,#9130
None,Green,Peace Tank,Classic,Orange,Party Hat,Mask,61aa7e195f3a3742af4c6c7e,SHIBOSHIS - Official Collection,9132,https://shiboshis.mypinata.cloud/ipfs/QmcpqyHdBn1k3Rq1wMYDG8aXGQCrmFC3dn2PkwxP4psg3G,#9131
None,Space,Wizard Robe,Laser Eyes,Orange,Sombrero,Mask,61aa7e195f3a3742af4c6c7f,SHIBOSHIS - Official Collection,9133,https://shiboshis.mypinata.cloud/ipfs/QmXrk61ANoBtZFDkPA3iAoTMoBeRxjwATJrqtoX1VngmwT,#9132
None,Orange Fade,Jersey,Crosseyed,Orange,None,Pipe,61aa7e195f3a3742af4c6c80,SHIBOSHIS - Official Collection,9134,https://shiboshis.mypinata.cloud/ipfs/QmSWv8XCi7WwCVtvzQR9kxb68H3mfohmEtoaXb48JyJjxx,#9133
None,Purple,Poncho,Wink,Black,Party Hat,Whistle,61aa7e195f3a3742af4c6c81,SHIBOSHIS - Official Collection,9135,https://shiboshis.mypinata.cloud/ipfs/QmXn2qNXeY8kegf2F4wBJ2fvwqZqgXhmLUCRuLUu6J6yg6,#9134
None,Rainbow,Tux Shirt,3D Glasses,Black,Wizard Hat,Smirk,61aa7e195f3a3742af4c6c82,SHIBOSHIS - Official Collection,9136,https://shiboshis.mypinata.cloud/ipfs/QmQ7huWe2usZb36fjWzxYo9bpYK7XFGmMm1yyuZ8HtyYk1,#9135
None,Snowy Mountains,Rocker Vest,Glasses,Orange,Rasta,Bubblegum,61aa7e195f3a3742af4c6c83,SHIBOSHIS - Official Collection,9137,https://shiboshis.mypinata.cloud/ipfs/QmTL6BeU9MY4esRH7GCHEgNq5MMPvZ57bDHpWmeNGpMLk2,#9136
None,Purple,Rocker Vest,Black Mask,Orange,Sombrero,Herb,61aa7e195f3a3742af4c6c84,SHIBOSHIS - Official Collection,9138,https://shiboshis.mypinata.cloud/ipfs/QmVCjbnVL8CwdyN57cWqjLFsWb7gp11JfvinMn8R8HdYm7,SilentBob
None,Red,Business Suit,Crosseyed,Orange,Cyborg,Bone,61aa7e195f3a3742af4c6c85,SHIBOSHIS - Official Collection,9139,https://shiboshis.mypinata.cloud/ipfs/QmcqcswVjAC5aevi8wzkLFA3pLzg78Fg3NTGFXj7N4Aef6,#9138
None,Snowy Mountains,Cowboy,3D Glasses,Orange,Beanie,Flames,61aa7e195f3a3742af4c6c86,SHIBOSHIS - Official Collection,9140,https://shiboshis.mypinata.cloud/ipfs/QmYdnPwRryvrUcBAe69KY3TyZoY57nP9E6pgFGTPLohnFA,#9139
None,Green,None,Classic,Brown,Party Hat,Tongue Out,61aa7e195f3a3742af4c6c87,SHIBOSHIS - Official Collection,9141,https://shiboshis.mypinata.cloud/ipfs/QmUFVDc8novZ58KqDF4tzBAEo7E8ice73Ue3xTA8ATsgmw,#9140
None,Beach,No FUD,Wink,Orange,Army,Normal,61aa7e195f3a3742af4c6c88,SHIBOSHIS - Official Collection,9142,https://shiboshis.mypinata.cloud/ipfs/QmPo5QGJtxojxNYi6b3GrMKL3MRzdGQR6PwFTzR3DesY8e,Hiro
None,Red,Peace Tank,Wink,Black,Pirate,Mask,61aa7e195f3a3742af4c6c89,SHIBOSHIS - Official Collection,9143,https://shiboshis.mypinata.cloud/ipfs/QmbDLWFfh8cVeMwBmjYqTJr53QshwB4t8ikweadwNjF77y,Atomsk
None,Purple,Astro,Crosseyed,Orange,Halo,Herb,61aa7e195f3a3742af4c6c8a,SHIBOSHIS - Official Collection,9144,https://shiboshis.mypinata.cloud/ipfs/QmZ9QRVv152pH6YNhbwtAmA1UYqAuwZ1Tn7tfx7MWpxPd9,#9143
None,Red,Cowboy,Wink,Black,Devil Horns,Whistle,61aa7e195f3a3742af4c6c8b,SHIBOSHIS - Official Collection,9145,https://shiboshis.mypinata.cloud/ipfs/QmbqWjZm19MDhGP7U3psBA3LbuNq9SJy9ApJkMdCb5VQFB,#9144
None,Purple,Doctor,Glasses,Orange,Halo,Bubblegum,61aa7e195f3a3742af4c6c8c,SHIBOSHIS - Official Collection,9146,https://shiboshis.mypinata.cloud/ipfs/QmSfaUCo3txUWkw1pfKfsmfhs42nMvFxV3zGDKyVmLdYDP,#9145
None,Orange,Astro,Crosseyed,Brown,University,Pizza,61aa7e195f3a3742af4c6c8d,SHIBOSHIS - Official Collection,9147,https://shiboshis.mypinata.cloud/ipfs/QmNWBv7mKa1oTvMjDEtJS6yYVQc1QT2XS5RVUoAMFHncbH,#9146
None,Green,Steel,Spirals,Black,Ryoshi,Whistle,61aa7e195f3a3742af4c6c8e,SHIBOSHIS - Official Collection,9148,https://shiboshis.mypinata.cloud/ipfs/QmNXu2NMHr7TgpVynUF1pU3qUJSj8vMArtYbzKoVbewMex,#9147
None,Lightning,None,Rocker Makeup,Black,Sombrero,Herb,61aa7e195f3a3742af4c6c8f,SHIBOSHIS - Official Collection,9149,https://shiboshis.mypinata.cloud/ipfs/QmXRHkP5JHEY49TirkRJCNQC8We8bSxbBUvPawr62WMHdD,#9148
None,Beach,Jersey,Laser Eyes,Orange,Wizard Hat,Tongue Out,61aa7e195f3a3742af4c6c90,SHIBOSHIS - Official Collection,9150,https://shiboshis.mypinata.cloud/ipfs/QmWJAHsi3t8LXfVVjkmanL5VZSUwX8fvFzbymTzBMH78y3,#9149
None,Green,Steel,Meme Shades,Black,Beanie,Normal,61aa7e195f3a3742af4c6c91,SHIBOSHIS - Official Collection,9151,https://shiboshis.mypinata.cloud/ipfs/QmUcd5Zd8w5x9Qd3DwBrf1MVwRbJCV8rq8Yc1iRBJVRrvZ,#9150
None,Beach,None,Crosseyed,Orange,"Captain's Hat",Normal,61aa7e195f3a3742af4c6c92,SHIBOSHIS - Official Collection,9152,https://shiboshis.mypinata.cloud/ipfs/QmXb7jaDizjFCd6wLB4WhAUFVeHPvWmuBdjBryGLHdyuEk,#9151
None,Green,No FUD,Crosseyed,Orange,None,Normal,61aa7e195f3a3742af4c6c93,SHIBOSHIS - Official Collection,9153,https://shiboshis.mypinata.cloud/ipfs/QmYAQTz6aNYmNxffWmgSWH519kUQg7qUcNwqRGx4PdLaGj,#9152
None,Purple,Bat,Glasses,Orange,Blue Hair,Growl,61aa7e195f3a3742af4c6c94,SHIBOSHIS - Official Collection,9154,https://shiboshis.mypinata.cloud/ipfs/QmUSpNyxp7z5vtbrkFsKZTgDxbjFfmnRdodfmGnaiJNkv8,THE SCIENTIST
None,Rainbow,Doctor,Wink,Black,Pirate,Pipe,61aa7e195f3a3742af4c6c95,SHIBOSHIS - Official Collection,9155,https://shiboshis.mypinata.cloud/ipfs/QmPwa2BTUU7GgfyiVWBRhmejscBjz5nc6LAvhquSnNL2zu,#9154
None,Snowy Mountains,DEV,Black Mask,Orange,Pirate,Pipe,61aa7e195f3a3742af4c6c96,SHIBOSHIS - Official Collection,9156,https://shiboshis.mypinata.cloud/ipfs/QmaaskbgqRMtoRvh7tX9bWoqMsZJXgXKtRQhGJ1eTdd3s6,DeBandit
None,Blue,Peace Tank,Look Forward,Orange,Ryoshi,Bubblegum,61aa7e195f3a3742af4c6c97,SHIBOSHIS - Official Collection,9157,https://shiboshis.mypinata.cloud/ipfs/QmdWHt9GUcEt9UwNLhLNjyDH8zyi1Z8nLRCG73bSVrHKRA,Gumoshi
None,Purple,Wizard Robe,Glasses,Brown,Cyborg,Tongue Out,61aa7e195f3a3742af4c6c98,SHIBOSHIS - Official Collection,9158,https://shiboshis.mypinata.cloud/ipfs/QmQudvGWtmY7drjuhWskvkBSQhRcrfKdz2eJ2UjfkLrCwa,#9157
None,Space,Ryoshi,Look Forward,Brown,Pirate,Pizza,61aa7e195f3a3742af4c6c99,SHIBOSHIS - Official Collection,9159,https://shiboshis.mypinata.cloud/ipfs/QmQY5B2TcH6PMhgokRjW1Bcx24EezV5gC9no53JFEjirVh,#9158
None,Snowy Mountains,Poncho,Glasses,Brown,Cowboy Hat,Mask,61aa7e195f3a3742af4c6c9a,SHIBOSHIS - Official Collection,9160,https://shiboshis.mypinata.cloud/ipfs/QmbHFdAwM4PSByh5XjsXhjshbVe5uBt1QzXRivyXCaUTDw,#9159
None,Purple,No FUD,Meme Shades,Black,Sportband,Cigarette,61aa7e195f3a3742af4c6c9b,SHIBOSHIS - Official Collection,9161,https://shiboshis.mypinata.cloud/ipfs/QmQz3eThNxkcCmS78SoUtFbYedHDvaJwDpBo1c6eRiEGKg,No Fud Pup
None,Pyramids,Overalls,Wink,Brown,Clown,Tongue Out,61aa7e195f3a3742af4c6c9c,SHIBOSHIS - Official Collection,9162,https://shiboshis.mypinata.cloud/ipfs/Qmbvmx8bZkr2Gmy9z8UR8KKaBi9h3oVhjPMfdagBjw3RGP,#9161
None,Beach,Business Suit,Red,Brown,Cyborg,Herb,61aa7e195f3a3742af4c6c9d,SHIBOSHIS - Official Collection,9163,https://shiboshis.mypinata.cloud/ipfs/QmXdb9ez7uuqt9X3bJjhxA3Tjp4i5njyn3A1E9rJxEzV5y,#9162
None,Red,Peace Tank,Wink,Black,Party Hat,Bubblegum,61aa7e195f3a3742af4c6c9e,SHIBOSHIS - Official Collection,9164,https://shiboshis.mypinata.cloud/ipfs/Qmcf9iXWQYojj13K9uQpkmzrx8CKafd9rMrCJvUpA4sBJq,#9163
None,Purple,Astro,Spirals,Black,Ryoshi,Whistle,61aa7e195f3a3742af4c6c9f,SHIBOSHIS - Official Collection,9165,https://shiboshis.mypinata.cloud/ipfs/QmW1jajc9ADz1vxw8co4Whp2pk8R9MCsfBcY9Q1amXB5po,#9164
None,Purple,Wizard Robe,Crosseyed,Brown,Cyborg,Party Popper,61aa7e195f3a3742af4c6ca0,SHIBOSHIS - Official Collection,9166,https://shiboshis.mypinata.cloud/ipfs/QmUspwgNhLj4yrKdETka6SNDFEH2hKfWaP5QuFFM3Nnhkv,#9165
None,Lightning,Army,Look Forward,Brown,Sportband,Party Popper,61aa7e195f3a3742af4c6ca1,SHIBOSHIS - Official Collection,9167,https://shiboshis.mypinata.cloud/ipfs/QmaQRmTyGsRUYjSbGQYW3jntKTHJaDhu1oJCWfETCtJYR3,#9166
None,Pyramids,Clown,Rocker Makeup,Black,University,Herb,61aa7e195f3a3742af4c6ca2,SHIBOSHIS - Official Collection,9168,https://shiboshis.mypinata.cloud/ipfs/QmPPak1WHfFLGRrE82eGc3USzgEBCTHDJELTzdaPEm2YtF,#9167
None,Space,Rocker Vest,Classic,Orange,Halo,Herb,61aa7e195f3a3742af4c6ca3,SHIBOSHIS - Official Collection,9169,https://shiboshis.mypinata.cloud/ipfs/QmSxwRQTJqgvQHo5eaDkzTeBtmFcpD4R96JioTyfnaZvzD,#9168
None,Pyramids,Steel,Black Mask,Orange,Top Hat,Growl,61aa7e195f3a3742af4c6ca4,SHIBOSHIS - Official Collection,9170,https://shiboshis.mypinata.cloud/ipfs/QmX6kErT591fzntvQ4XhCCivwZcDcJ6tjXq35iyVeg23VT,SteelShib
None,Green,Bat,Laser Eyes,Brown,Beanie,Cigarette,61aa7e195f3a3742af4c6ca5,SHIBOSHIS - Official Collection,9171,https://shiboshis.mypinata.cloud/ipfs/QmdLgynbpwF9MFmoSe1L7zwFFLupCJKwJUhfZxFzrWzMz9,#9170
None,Snowy Mountains,Tux Shirt,Look Forward,Orange,Cowboy Hat,Herb,61aa7e195f3a3742af4c6ca6,SHIBOSHIS - Official Collection,9172,https://shiboshis.mypinata.cloud/ipfs/QmXfft4YRndUCe5wRmSg4HjVqeDdLys9P31dNYHFjwBBwv,HOLD
None,Purple,Clown,Classic,Brown,Clown,Herb,61aa7e195f3a3742af4c6ca7,SHIBOSHIS - Official Collection,9173,https://shiboshis.mypinata.cloud/ipfs/QmdatwVPCyfjevr43kmwvVU8jfmy8uemj6cLDwXXZscSGF,#9172
None,Purple,Blue Armor,Laser Eyes,Orange,Devil Horns,Smirk,61aa7e195f3a3742af4c6ca8,SHIBOSHIS - Official Collection,9174,https://shiboshis.mypinata.cloud/ipfs/QmSdCLwLB5zbJWFVY8j2j28sv14xoiHvHtXeYWt5msffJu,#9173
None,Rainbow,Doctor,Crosseyed,Brown,Top Hat,Pizza,61aa7e195f3a3742af4c6ca9,SHIBOSHIS - Official Collection,9175,https://shiboshis.mypinata.cloud/ipfs/QmRXGvxtuJUBRuFBkAcpzeAejRt5heKkBWgccwZMXPUkza,#9174
None,Red,Sailor,Look Forward,Orange,Clown,Mask,61aa7e195f3a3742af4c6caa,SHIBOSHIS - Official Collection,9176,https://shiboshis.mypinata.cloud/ipfs/QmZ326zWJLiaYXkxtf8ShiZGu4n6zCRGjHRtis7EDA2b7S,#9175
None,Pyramids,Astro,Classic,Black,Pirate,Smirk,61aa7e195f3a3742af4c6cab,SHIBOSHIS - Official Collection,9177,https://shiboshis.mypinata.cloud/ipfs/QmNbroo69jsb7efD59pfh3JLRztrp8sivxCn8C9bmx7jkW,#9176
None,Space,No FUD,Crosseyed,Orange,Blue Hair,Mask,61aa7e195f3a3742af4c6cac,SHIBOSHIS - Official Collection,9178,https://shiboshis.mypinata.cloud/ipfs/QmT88dRmfSmVnACrqpgewh35yWdn3qUu1dyYynJySAGkQ8,SheBoshi
None,Space,Sailor,3D Glasses,Orange,Cyborg,Flames,61aa7e195f3a3742af4c6cad,SHIBOSHIS - Official Collection,9179,https://shiboshis.mypinata.cloud/ipfs/QmXC59SoaXJ13Smh3jSSeULGQH16TpUybckL96Dw1w1J9U,#9178
None,Blue,Peace Tank,Glasses,Brown,Sportband,Tongue Out,61aa7e195f3a3742af4c6cae,SHIBOSHIS - Official Collection,9180,https://shiboshis.mypinata.cloud/ipfs/QmaSH9QCSCKrdGfsJGHn4U1kdDZVDfNyLXjDNa6X4M5vTR,#9179
None,Orange Fade,Business Suit,Monocle,Brown,Mohawk,Whistle,61aa7e195f3a3742af4c6caf,SHIBOSHIS - Official Collection,9181,https://shiboshis.mypinata.cloud/ipfs/QmX3Vwp9YoA8qcshZHhnMMvnKYGSK3Bxe7ceFkJtvLRtBx,ElonMusktoshi
None,Orange Fade,Jersey,Look Forward,Orange,Blue Hair,Mask,61aa7e195f3a3742af4c6cb0,SHIBOSHIS - Official Collection,9182,https://shiboshis.mypinata.cloud/ipfs/QmNxsHjEkT2Mitz9ngFV2EzePdULCwMWP7JQJCPwuNvE9E,CryptosRus
None,Red,Scarf,Glasses,Orange,Crown,Cigarette,61aa7e195f3a3742af4c6cb1,SHIBOSHIS - Official Collection,9183,https://shiboshis.mypinata.cloud/ipfs/QmZ33vutX5G6rXeMAp4sbPeqrgkJ3SGEFkoCXjMhuyPuYM,KingShytoshi
None,Orange,Jersey,Wink,Orange,Halo,Mask,61aa7e195f3a3742af4c6cb2,SHIBOSHIS - Official Collection,9184,https://shiboshis.mypinata.cloud/ipfs/QmZiaa4ZH9u4yz7GZXU2zQnBKVbyWCW85eMJHVWM79PrQ5,#9183
None,Yellow,No FUD,Black Mask,Orange,Army,Tongue Out,61aa7e195f3a3742af4c6cb3,SHIBOSHIS - Official Collection,9185,https://shiboshis.mypinata.cloud/ipfs/QmPsXnmwWTgH2b1KninVxWTm5WVePXG9e2g9r2pidHTphr,#9184
None,Lightning,Ryoshi,Spirals,Orange,Blue Hair,Mask,61aa7e195f3a3742af4c6cb4,SHIBOSHIS - Official Collection,9186,https://shiboshis.mypinata.cloud/ipfs/QmUEwgCVEPrhYSDy91aTiv32Cb21tiA7yiUv7FA89Nw3g6,#9185
None,Blue,Poncho,Crosseyed,Orange,Party Hat,Whistle,61aa7e195f3a3742af4c6cb5,SHIBOSHIS - Official Collection,9187,https://shiboshis.mypinata.cloud/ipfs/QmZjKbsRuxwjkknXxJHdQwZZWwST2L8BMm7VXxmiJmDAxJ,#9186
None,Space,Ryoshi,Classic,Orange,Halo,Pipe,61aa7e195f3a3742af4c6cb6,SHIBOSHIS - Official Collection,9188,https://shiboshis.mypinata.cloud/ipfs/QmdRk8htWEoqyCFK7dF8djwnioW533QddkVjE7p2NrFY9p,#9187
None,Blue,No FUD,Pirate Patch,Black,Rasta,Bubblegum,61aa7e195f3a3742af4c6cb7,SHIBOSHIS - Official Collection,9189,https://shiboshis.mypinata.cloud/ipfs/QmaZhNQTLywtU3fJkM3h86HUEUva3u6yHJ8uYyMeJWLL11,#9188
None,Purple,DEV,Wink,Black,Crown,Mask,61aa7e195f3a3742af4c6cb8,SHIBOSHIS - Official Collection,9190,https://shiboshis.mypinata.cloud/ipfs/QmYJr817tFSnTQguZsvbgiiT8AsDKVcUYCBSgttd4r2XKv,#9189
None,Snowy Mountains,Army,Pirate Patch,Black,Devil Horns,Tongue Out,61aa7e195f3a3742af4c6cb9,SHIBOSHIS - Official Collection,9191,https://shiboshis.mypinata.cloud/ipfs/QmZynsfsTM4CQeK6obwbLAv4UcJYHX8wSxXHRtXWpYFA2k,#9190
None,Lightning,Jersey,Laser Eyes,Brown,Devil Horns,Pipe,61aa7e195f3a3742af4c6cba,SHIBOSHIS - Official Collection,9192,https://shiboshis.mypinata.cloud/ipfs/QmbbpcDbbVqUykKneezA3EjoLfBsemrAP4soTcmgYixNkj,#9191
None,Lightning,Poncho,Look Forward,Orange,Army,Bubblegum,61aa7e195f3a3742af4c6cbb,SHIBOSHIS - Official Collection,9193,https://shiboshis.mypinata.cloud/ipfs/QmZhme3bM5jQM8qStpRPHW37AKcLYG958pCJLnTdcppQUf,#9192
None,Orange,Business Suit,Look Up,Brown,Pirate,Normal,61aa7e195f3a3742af4c6cbc,SHIBOSHIS - Official Collection,9194,https://shiboshis.mypinata.cloud/ipfs/QmP4dW72UBabaqUVzzggDSC6jzrCnuL3Zy22VC7kDkdsGs,#9193
None,Lightning,Wizard Robe,Spirals,Brown,Halo,Herb,61aa7e195f3a3742af4c6cbd,SHIBOSHIS - Official Collection,9195,https://shiboshis.mypinata.cloud/ipfs/QmXzLUyiKTYx3NPhhZv3duEbg9zYx9WP9a5fTpkqy354mN,#9194
None,Beach,Orange Gi,Laser Eyes,Black,Mohawk,Bone,61aa7e195f3a3742af4c6cbe,SHIBOSHIS - Official Collection,9196,https://shiboshis.mypinata.cloud/ipfs/QmV6bMMRmsAzqXR26EwKasqh6teczeZCEyinybVZpaRfTn,#9195
None,Blue,Bat,Wink,Brown,None,Flames,61aa7e195f3a3742af4c6cbf,SHIBOSHIS - Official Collection,9197,https://shiboshis.mypinata.cloud/ipfs/QmSp94ChQmwjKn95d1qKvs3YpP8TPGEBn9Tpm7u1x3Kzi2,#9196
